"ID","word","total"
1651,"strangers",19
1652,"surface",19
1653,"tap",19
1654,"telling",19
1655,"toe",19
1656,"tone",19
1657,"tonk",19
1658,"turning",19
1659,"watching",19
1660,"where's",19
1661,"wine",19
1662,"wishin",19
1663,"4",18
1664,"across",18
1665,"active",18
1666,"advance",18
1667,"along",18
1668,"babies",18
1669,"balmain",18
1670,"bars",18
1671,"blatt",18
1672,"bleed",18
1673,"bodies",18
1674,"boots",18
1675,"casi",18
1676,"cat",18
1677,"cheese",18
1678,"coffee",18
1679,"dogs",18
1680,"erase",18
1681,"eso",18
1682,"fam",18
1683,"fancy",18
1684,"flexin",18
1685,"focus",18
1686,"grill",18
1687,"hanging",18
1688,"hopin",18
1689,"human",18
1690,"kept",18
1691,"kissed",18
1692,"knowin",18
1693,"leaves",18
1694,"lettin",18
1695,"longer",18
1696,"memory",18
1697,"mode",18
1698,"model",18
1699,"motherfucker",18
1700,"nadie",18
1701,"ourselves",18
1702,"picked",18
1703,"places",18
1704,"poor",18
1705,"posted",18
1706,"reasons",18
1707,"regrets",18
1708,"ribbon",18
1709,"rough",18
1710,"rover",18
1711,"rum",18
1712,"scars",18
1713,"seats",18
1714,"secrets",18
1715,"sexy",18
1716,"shooting",18
1717,"shoulder",18
1718,"shoulders",18
1719,"shout",18
1720,"someday",18
1721,"stepdad",18
1722,"suckin",18
1723,"super",18
1724,"takeaway",18
1725,"trenches",18
1726,"vert",18
1727,"wakin",18
1728,"wash",18
1729,"worship",18
1730,"날",18
1731,"내",18
1732,"ago",17
1733,"aim",17
1734,"amo",17
1735,"ate",17
1736,"beach",17
1737,"biggest",17
1738,"border",17
1739,"bros",17
1740,"bucks",17
1741,"bunny",17
1742,"busy",17
1743,"calls",17
1744,"cherry",17
1745,"chick",17
1746,"choke",17
1747,"choppers",17
1748,"class",17
1749,"coke",17
1750,"cutthroat",17
1751,"definition",17
1752,"dos",17
1753,"draw",17
1754,"dust",17
1755,"ego",17
1756,"falls",17
1757,"famous",17
1758,"filled",17
1759,"flight",17
1760,"flippin",17
1761,"folks",17
1762,"forty",17
1763,"funeral",17
1764,"h",17
1765,"hat",17
1766,"honest",17
1767,"insane",17
1768,"joe",17
1769,"kicked",17
1770,"kickin",17
1771,"l",17
1772,"lamborghini",17
1773,"lap",17
1774,"learned",17
1775,"likes",17
1776,"looked",17
1777,"losing",17
1778,"lovin",17
1779,"makeup",17
1780,"mall",17
1781,"mhmmhm",17
1782,"miami",17
1783,"pill",17
1784,"player",17
1785,"potential",17
1786,"prayed",17
1787,"pride",17
1788,"quieren",17
1789,"realize",17
1790,"rod",17
1791,"rounds",17
1792,"saturday",17
1793,"settle",17
1794,"share",17
1795,"siempre",17
1796,"snake",17
1797,"spread",17
1798,"stopped",17
1799,"train",17
1800,"trouble",17
1801,"tuck",17
1802,"ve",17
1803,"ver",17
1804,"waist",17
1805,"weight",17
1806,"windows",17
1807,"wishing",17
1808,"wrap",17
1809,"wrote",17
1810,"account",16
1811,"age",16
1812,"army",16
1813,"beats",16
1814,"birds",16
1815,"book",16
1816,"boot",16
1817,"brra",16
1818,"chances",16
1819,"children",16
1820,"claim",16
1821,"cocaine",16
1822,"cornelia",16
1823,"crash",16
1824,"cuts",16
1825,"deals",16
1826,"deny",16
1827,"disappear",16
1828,"eighty",16
1829,"explain",16
1830,"fightin",16
1831,"flat",16
1832,"float",16
1833,"goals",16
1834,"grandma",16
1835,"grateful",16
1836,"hahaha",16
1837,"happen",16
1838,"hearin",16
1839,"hennessy",16
1840,"hi",16
1841,"hm",16
1842,"honestly",16
1843,"inch",16
1844,"jean",16
1845,"kissin",16
1846,"knocked",16
1847,"lake",16
1848,"lawyer",16
1849,"mane",16
1850,"mention",16
1851,"millionaire",16
1852,"nut",16
1853,"p",16
1854,"plastic",16
1855,"platinum",16
1856,"politics",16
1857,"proof",16
1858,"regular",16
1859,"reindeer",16
1860,"relax",16
1861,"replace",16
1862,"rob",16
1863,"scary",16
1864,"sea",16
1865,"seal",16
1866,"seems",16
1867,"shame",16
1868,"shape",16
1869,"shotta",16
1870,"sitting",16
1871,"slave",16
1872,"sleeve",16
1873,"smoking",16
1874,"sober",16
1875,"spendin",16
1876,"sprung",16
1877,"standing",16
1878,"starts",16
1879,"sticky",16
1880,"strapped",16
1881,"stress",16
1882,"stretch",16
1883,"sunshine",16
1884,"ties",16
1885,"trade",16
1886,"trappin",16
1887,"tv",16
1888,"unless",16
1889,"vibin",16
1890,"wagen",16
1891,"walls",16
1892,"wherever",16
1893,"wildin",16
1894,"winnin",16
1895,"wrapped",16
1896,"yikes",16
1897,"워워워워워",16
1898,"8",15
1899,"ak",15
1900,"ay",15
1901,"beast",15
1902,"billie",15
1903,"bills",15
1904,"bleeding",15
1905,"ceiling",15
1906,"chills",15
1907,"chrome",15
1908,"clique",15
1909,"copy",15
1910,"darlin",15
1911,"driving",15
1912,"ending",15
1913,"f",15
1914,"field",15
1915,"fish",15
1916,"given",15
1917,"gloss",15
1918,"go'n",15
1919,"grindin",15
1920,"halo",15
1921,"hardest",15
1922,"headed",15
1923,"heavens",15
1924,"heavy",15
1925,"held",15
1926,"hotel",15
1927,"judgement",15
1928,"keith",15
1929,"lanes",15
1930,"loca",15
1931,"losin",15
1932,"más",15
1933,"mercedes",15
1934,"mo",15
1935,"nervous",15
1936,"normal",15
1937,"onto",15
1938,"overseas",15
1939,"page",15
1940,"panic",15
1941,"pictures",15
1942,"porch",15
1943,"pound",15
1944,"quite",15
1945,"records",15
1946,"redbone",15
1947,"rolled",15
1948,"roses",15
1949,"row",15
1950,"sabe",15
1951,"salt",15
1952,"seed",15
1953,"seein",15
1954,"ship",15
1955,"silence",15
1956,"sir",15
1957,"slap",15
1958,"spinnin",15
1959,"spirit",15
1960,"split",15
1961,"squeeze",15
1962,"stain",15
1963,"strange",15
1964,"suicidal",15
1965,"summers",15
1966,"swallow",15
1967,"tec",15
1968,"that'll",15
1969,"toast",15
1970,"turnt",15
1971,"uno",15
1972,"upon",15
1973,"usin",15
1974,"vain",15
1975,"w",15
1976,"wavy",15
1977,"wreck",15
1978,"yuh",15
1979,"addict",14
1980,"ahead",14
1981,"al",14
1982,"amiri",14
1983,"así",14
1984,"attack",14
1985,"ayo",14
1986,"beginning",14
1987,"blinded",14
1988,"bone",14
1989,"brap",14
1990,"bruh",14
1991,"butt",14
1992,"button",14
1993,"cab",14
1994,"calma",14
1995,"charge",14
1996,"chasin",14
1997,"cheat",14
1998,"choose",14
1999,"closet",14
2000,"cookin",14
2001,"course",14
2002,"cried",14
2003,"crossed",14
2004,"cuban",14
2005,"dashboard",14
2006,"dedication",14
2007,"dile",14
2008,"dio",14
2009,"dub",14
2010,"duck",14
2011,"edge",14
2012,"él",14
2013,"enemy",14
2014,"eres",14
2015,"estoy",14
2016,"everything's",14
2017,"fears",14
2018,"figured",14
2019,"finished",14
2020,"fist",14
2021,"flashing",14
2022,"forgive",14
2023,"frame",14
2024,"g.o.a.t",14
2025,"gangster",14
2026,"grip",14
2027,"haan",14
2028,"hills",14
2029,"holy",14
2030,"innocence",14
2031,"iphone",14
2032,"jacket",14
2033,"keeping",14
2034,"keys",14
2035,"khaled",14
2036,"laughin",14
2037,"laws",14
2038,"liquor",14
2039,"litty",14
2040,"lives",14
2041,"louder",14
2042,"lying",14
2043,"mere",14
2044,"mile",14
2045,"mille",14
2046,"milli",14
2047,"mixed",14
2048,"month",14
2049,"motherfuckers",14
2050,"multi",14
2051,"mwah",14
2052,"names",14
2053,"nope",14
2054,"north",14
2055,"nos",14
2056,"nunca",14
2057,"owe",14
2058,"piss",14
2059,"rick",14
2060,"section",14
2061,"serious",14
2062,"shining",14
2063,"shooter",14
2064,"skinny",14
2065,"slippin",14
2066,"slowly",14
2067,"smash",14
2068,"snakes",14
2069,"stayin",14
2070,"steppin",14
2071,"struggle",14
2072,"stuntin",14
2073,"style",14
2074,"su",14
2075,"suit",14
2076,"surfin",14
2077,"swerve",14
2078,"third",14
2079,"thotiana",14
2080,"tie",14
2081,"tied",14
2082,"toy",14
2083,"twin",14
2084,"van",14
2085,"weren't",14
2086,"winter",14
2087,"women",14
2088,"york",14
2089,"afford",13
2090,"alcohol",13
2091,"apologize",13
2092,"ar",13
2093,"average",13
2094,"bandit",13
2095,"beating",13
2096,"birkin",13
2097,"bones",13
2098,"bounce",13
2099,"bury",13
2100,"cameras",13
2101,"cards",13
2102,"chimney",13
2103,"choppa",13
2104,"christ",13
2105,"cómo",13
2106,"couch",13
2107,"daily",13
2108,"decir",13
2109,"drag",13
2110,"droppin",13
2111,"ease",13
2112,"ended",13
2113,"engine",13
2114,"esa",13
2115,"escape",13
2116,"fate",13
2117,"filter",13
2118,"flaws",13
2119,"flying",13
2120,"forest",13
2121,"gorgeous",13
2122,"gutter",13
2123,"gym",13
2124,"hating",13
2125,"having",13
2126,"hearse",13
2127,"hours",13
2128,"jackie",13
2129,"jackin",13
2130,"jaja",13
2131,"jewelry",13
2132,"leg",13
2133,"mal",13
2134,"map",13
2135,"member",13
2136,"messed",13
2137,"michael",13
2138,"migraine",13
2139,"missing",13
2140,"mission",13
2141,"mistake",13
2142,"mix",13
2143,"mob",13
2144,"opened",13
2145,"outer",13
2146,"para",13
2147,"pearls",13
2148,"penthouse",13
2149,"plain",13
2150,"prr",13
2151,"pulling",13
2152,"re",13
2153,"rush",13
2154,"seconds",13
2155,"semi",13
2156,"sexo",13
2157,"shade",13
2158,"shh",13
2159,"shower",13
2160,"shy",13
2161,"sidewalk",13
2162,"signed",13
2163,"snatch",13
2164,"snatched",13
2165,"soltera",13
2166,"steal",13
2167,"stressed",13
2168,"studio",13
2169,"surprise",13
2170,"swing",13
2171,"talked",13
2172,"tan",13
2173,"thirsty",13
2174,"toss",13
2175,"uber",13
2176,"vegas",13
2177,"vida",13
2178,"wearin",13
2179,"whacked",13
2180,"wonderful",13
2181,"worries",13
2182,"11",12
2183,"9",12
2184,"add",12
2185,"aren't",12
2186,"asleep",12
2187,"balance",12
2188,"bankroll",12
2189,"baptized",12
2190,"battle",12
2191,"bitter",12
2192,"bored",12
2193,"brains",12
2194,"brakes",12
2195,"bunch",12
2196,"cappin",12
2197,"carry",12
2198,"casket",12
2199,"catchin",12
2200,"chair",12
2201,"champagne",12
2202,"cheddar",12
2203,"click",12
2204,"colder",12
2205,"commas",12
2206,"covered",12
2207,"cream",12
2208,"dear",12
2209,"dissin",12
2210,"dreaming",12
2211,"drove",12
2212,"dude",12
2213,"duff",12
2214,"dump",12
2215,"eeh",12
2216,"emotions",12
2217,"entender",12
2218,"everyone's",12
2219,"feds",12
2220,"forward",12
2221,"froze",12
2222,"glizzy",12
2223,"granny",12
2224,"grinch",12
2225,"happier",12
2226,"heal",12
2227,"heartache",12
2228,"heartbeat",12
2229,"hella",12
2230,"holly",12
2231,"hotter",12
2232,"hung",12
2233,"hurrah",12
2234,"i'on",12
2235,"iyanna",12
2236,"jeep",12
2237,"law",12
2238,"life's",12
2239,"listening",12
2240,"lots",12
2241,"lovely",12
2242,"maintain",12
2243,"married",12
2244,"medication",12
2245,"montana",12
2246,"nada",12
2247,"naked",12
2248,"nike",12
2249,"nipsey",12
2250,"noise",12
2251,"ohh",12
2252,"options",12
2253,"passin",12
2254,"pavement",12
2255,"pluto",12
2256,"poured",12
2257,"praying",12
2258,"puppet",12
2259,"r",12
2260,"racin",12
2261,"rewind",12
2262,"rico",12
2263,"river",12
2264,"saint",12
2265,"scar",12
2266,"sendin",12
2267,"sending",12
2268,"shashasha",12
2269,"shooters",12
2270,"sides",12
2271,"sink",12
2272,"sleeping",12
2273,"spill",12
2274,"spray",12
2275,"stomach",12
2276,"stood",12
2277,"stunts",12
2278,"switched",12
2279,"tangled",12
2280,"teach",12
2281,"tennessee",12
2282,"thankful",12
2283,"thrill",12
2284,"thunder",12
2285,"ticket",12
2286,"twelve",12
2287,"umbrella",12
2288,"vece",12
2289,"vez",12
2290,"vuelvas",12
2291,"waited",12
2292,"weave",12
2293,"wheels",12
2294,"whoever",12
2295,"x",12
2296,"you's",12
2297,"널",12
2298,"addiction",11
2299,"adore",11
2300,"alguien",11
2301,"animal",11
2302,"art",11
2303,"bass",11
2304,"beam",11
2305,"become",11
2306,"beside",11
2307,"bitty",11
2308,"borracho",11
2309,"bound",11
2310,"bringin",11
2311,"built",11
2312,"burnin",11
2313,"cali",11
2314,"camp",11
2315,"canción",11
2316,"celly",11
2317,"changin",11
2318,"charlotte",11
2319,"circles",11
2320,"clouds",11
2321,"coat",11
2322,"cock",11
2323,"committed",11
2324,"conmigo",11
2325,"court",11
2326,"cowboy",11
2327,"crashing",11
2328,"crying",11
2329,"dan",11
2330,"dealt",11
2331,"deposit",11
2332,"disrespect",11
2333,"distance",11
2334,"dm",11
2335,"dolce",11
2336,"dough",11
2337,"dreamin",11
2338,"drrrat",11
2339,"envy",11
2340,"ere",11
2341,"esta",11
2342,"excite",11
2343,"faces",11
2344,"fed",11
2345,"fiendin",11
2346,"figures",11
2347,"food",11
2348,"fours",11
2349,"freaky",11
2350,"furs",11
2351,"gabbana",11
2352,"gift",11
2353,"globe",11
2354,"glocks",11
2355,"grace",11
2356,"gunna",11
2357,"hacer",11
2358,"hacía",11
2359,"hall",11
2360,"happening",11
2361,"headshot",11
2362,"heart's",11
2363,"henny",11
2364,"hips",11
2365,"hitting",11
2366,"holidays",11
2367,"homies",11
2368,"hype",11
2369,"ignore",11
2370,"intentions",11
2371,"introduce",11
2372,"issue",11
2373,"itself",11
2374,"jane",11
2375,"jigga",11
2376,"jolly",11
2377,"knot",11
2378,"label",11
2379,"lackin",11
2380,"later",11
2381,"latest",11
2382,"laying",11
2383,"leather",11
2384,"licks",11
2385,"lighting",11
2386,"links",11
2387,"load",11
2388,"metro",11
2389,"miles",11
2390,"minutes",11
2391,"mister",11
2392,"momma",11
2393,"muhfuckin",11
2394,"named",11
2395,"nat",11
2396,"necklace",11
2397,"nother",11
2398,"novio",11
2399,"peel",11
2400,"pic",11
2401,"pickin",11
2402,"pics",11
2403,"pieces",11
2404,"pimp",11
2405,"pin",11
2406,"plannin",11
2407,"plant",11
2408,"poke",11
2409,"puede",11
2410,"quería",11
2411,"rah",11
2412,"recognize",11
2413,"regret",11
2414,"riot",11
2415,"robbin",11
2416,"romper",11
2417,"rrr",11
2418,"rude",11
2419,"seat",11
2420,"seeing",11
2421,"selfish",11
2422,"shaking",11
2423,"shinin",11
2424,"shop",11
2425,"soft",11
2426,"somehow",11
2427,"souls",11
2428,"staring",11
2429,"stripes",11
2430,"swim",11
2431,"tacoma",11
2432,"tags",11
2433,"tape",11
2434,"titties",11
2435,"to'a",11
2436,"totin",11
2437,"tour",11
2438,"tres",11
2439,"trigger",11
2440,"unknown",11
2441,"usual",11
2442,"vas",11
2443,"warm",11
2444,"weapon",11
2445,"wheel",11
2446,"wonderin",11
2447,"xan",11
2448,"yee",11
2449,"나",11
2450,"80s",10
2451,"aa",10
2452,"ace",10
2453,"addy",10
2454,"advice",10
2455,"american",10
2456,"ari",10
2457,"bach",10
2458,"banging",10
2459,"bat",10
2460,"beauty",10
2461,"beggin",10
2462,"belong",10
2463,"blaow",10
2464,"bloodline",10
2465,"bluff",10
2466,"boogie",10
2467,"breaking",10
2468,"broad",10
2469,"bummer",10
2470,"bump",10
2471,"bustdown",10
2472,"candle",10
2473,"cell",10
2474,"cence",10
2475,"center",10
2476,"certain",10
2477,"chillin",10
2478,"chose",10
2479,"circle",10
2480,"classy",10
2481,"clutchin",10
2482,"complain",10
2483,"confused",10
2484,"controllin",10
2485,"counted",10
2486,"cozy",10
2487,"creep",10
2488,"crime",10
2489,"cruel",10
2490,"cuff",10
2491,"dealing",10
2492,"decías",10
2493,"decide",10
2494,"desde",10
2495,"dive",10
2496,"dressed",10
2497,"duro",10
2498,"échale",10
2499,"ecstasy",10
2500,"eleven",10
2501,"er",10
2502,"era",10
2503,"este",10
2504,"evidence",10
2505,"fits",10
2506,"flash",10
2507,"flowers",10
2508,"followin",10
2509,"freeze",10
2510,"fuego",10
2511,"future",10
2512,"garden",10
2513,"glow",10
2514,"grammy",10
2515,"grass",10
2516,"grown",10
2517,"hallway",10
2518,"heels",10
2519,"here's",10
2520,"hiciste",10
2521,"highway",10
2522,"hoping",10
2523,"hurtin",10
2524,"hurting",10
2525,"involved",10
2526,"j's",10
2527,"jackson",10
2528,"james",10
2529,"jaw",10
2530,"jeweler",10
2531,"jit",10
2532,"jon",10
2533,"llama",10
2534,"mail",10
2535,"mamas",10
2536,"max",10
2537,"mic",10
2538,"mistletoe",10
2539,"motherfucking",10
2540,"mujer",10
2541,"neighborhood",10
2542,"nena",10
2543,"nerve",10
2544,"od",10
2545,"offset",10
2546,"one's",10
2547,"opportunity",10
2548,"orange",10
2549,"painted",10
2550,"papi",10
2551,"passport",10
2552,"pensaba",10
2553,"perky",10
2554,"permite",10
2555,"pie",10
2556,"plates",10
2557,"posed",10
2558,"pot",10
2559,"pressed",10
2560,"protecting",10
2561,"ptsd",10
2562,"quake",10
2563,"quiera",10
2564,"repeat",10
2565,"ross",10
2566,"says",10
2567,"sees",10
2568,"sha",10
2569,"shades",10
2570,"shall",10
2571,"shelf",10
2572,"shift",10
2573,"shoppin",10
2574,"silly",10
2575,"sixteen",10
2576,"slept",10
2577,"slimes",10
2578,"sneak",10
2579,"spaceship",10
2580,"splash",10
2581,"squirt",10
2582,"stacked",10
2583,"starting",10
2584,"stash",10
2585,"stronger",10
2586,"stuff",10
2587,"sucked",10
2588,"swish",10
2589,"tail",10
2590,"tat",10
2591,"tea",10
2592,"tengo",10
2593,"throwing",10
2594,"thursday",10
2595,"time's",10
2596,"tra",10
2597,"trash",10
2598,"travel",10
2599,"tuesday",10
2600,"turns",10
2601,"ugly",10
2602,"undecided",10
2603,"usually",10
2604,"vacation",10
2605,"villain",10
2606,"vv's",10
2607,"wearing",10
2608,"whisper",10
2609,"wifey",10
2610,"worked",10
2611,"wouh",10
2612,"yea",10
2613,"yesterday",10
2614,"zoom",10
2615,"그",10
2616,"나를",10
2617,"더",10
2618,"모든",10
2619,"이제",10
2620,"80",9
2621,"ajá",9
2622,"año",9
2623,"ante",9
2624,"argue",9
2625,"backin",9
2626,"balls",9
2627,"became",9
2628,"bedroom",9
2629,"beep",9
2630,"beg",9
2631,"believed",9
2632,"bi",9
2633,"billion",9
2634,"blast",9
2635,"blessings",9
2636,"bond",9
2637,"build",9
2638,"buzz",9
2639,"cadet",9
2640,"cage",9
2641,"callaíta",9
2642,"cared",9
2643,"choice",9
2644,"choosy",9
2645,"christian",9
2646,"cigarette",9
2647,"cigarettes",9
2648,"cinderella",9
2649,"climate",9
2650,"closing",9
2651,"clue",9
2652,"code",9
2653,"complicated",9
2654,"condo",9
2655,"cookie",9
2656,"cosa",9
2657,"coulda",9
2658,"curse",9
2659,"curtain",9
2660,"cute",9
2661,"dated",9
2662,"dawn",9
2663,"deck",9
2664,"desert",9
2665,"día",9
2666,"disguise",9
2667,"diss",9
2668,"doctor",9
2669,"drinking",9
2670,"drives",9
2671,"drums",9
2672,"duckin",9
2673,"earn",9
2674,"ears",9
2675,"east",9
2676,"eastside",9
2677,"enemy's",9
2678,"escuchando",9
2679,"eternal",9
2680,"evening",9
2681,"exactly",9
2682,"exes",9
2683,"fifth",9
2684,"flag",9
2685,"flights",9
2686,"flooded",9
2687,"flop",9
2688,"followed",9
2689,"frontin",9
2690,"gay",9
2691,"ghetto",9
2692,"gimme",9
2693,"gospel",9
2694,"grr",9
2695,"guarantee",9
2696,"guard",9
2697,"habitual",9
2698,"herself",9
2699,"honda",9
2700,"humble",9
2701,"iron",9
2702,"jam",9
2703,"jay",9
2704,"jimmy",9
2705,"john",9
2706,"kisses",9
2707,"knee",9
2708,"laser",9
2709,"legends",9
2710,"lend",9
2711,"lesson",9
2712,"letting",9
2713,"lip",9
2714,"listenin",9
2715,"loot",9
2716,"loves",9
2717,"má",9
2718,"malibu",9
2719,"matte",9
2720,"mentions",9
2721,"messy",9
2722,"metal",9
2723,"mexico",9
2724,"midnight",9
2725,"mill",9
2726,"missed",9
2727,"models",9
2728,"motivation",9
2729,"mueve",9
2730,"muy",9
2731,"nene",9
2732,"nicki",9
2733,"nigga's",9
2734,"nip",9
2735,"nowadays",9
2736,"packed",9
2737,"pad",9
2738,"palm",9
2739,"paris",9
2740,"pause",9
2741,"pen",9
2742,"period",9
2743,"perrear",9
2744,"philly",9
2745,"pi'erre",9
2746,"pissed",9
2747,"pj",9
2748,"pops",9
2749,"porsche",9
2750,"pow",9
2751,"projects",9
2752,"protect",9
2753,"public",9
2754,"pump",9
2755,"punk",9
2756,"purpose",9
2757,"queso",9
2758,"questions",9
2759,"ratchet",9
2760,"ray",9
2761,"rep",9
2762,"rhyme",9
2763,"rice",9
2764,"richer",9
2765,"rid",9
2766,"risk",9
2767,"roam",9
2768,"robbed",9
2769,"rocket",9
2770,"rockstar",9
2771,"rosé",9
2772,"rug",9
2773,"salir",9
2774,"saving",9
2775,"scale",9
2776,"scoop",9
2777,"shit's",9
2778,"shoe",9
2779,"shoulda",9
2780,"silent",9
2781,"simple",9
2782,"sins",9
2783,"sipping",9
2784,"sis",9
2785,"sister",9
2786,"situation",9
2787,"soap",9
2788,"solid",9
2789,"sons",9
2790,"sparks",9
2791,"stealing",9
2792,"stepper",9
2793,"stores",9
2794,"string",9
2795,"syrup",9
2796,"tantrum",9
2797,"tee",9
2798,"tempt",9
2799,"thanks",9
2800,"they'd",9
2801,"tighten",9
2802,"tires",9
2803,"toca",9
2804,"tragedy",9
2805,"triggered",9
2806,"tuyo",9
2807,"tw",9
2808,"typical",9
2809,"undo",9
2810,"unique",9
2811,"vip",9
2812,"wah",9
2813,"wallet",9
2814,"waves",9
2815,"wedding",9
2816,"weezy",9
2817,"weird",9
2818,"world's",9
2819,"xanax",9
2820,"yard",9
2821,"yessirski",9
2822,"youngin",9
2823,"youth",9
2824,"zero",9
2825,"내가",9
2826,"네",9
2827,"1.5",8
2828,"100",8
2829,"17",8
2830,"30s",8
2831,"actually",8
2832,"adicto",8
2833,"allergic",8
2834,"amiga",8
2835,"anda",8
2836,"anthem",8
2837,"appeal",8
2838,"artist",8
2839,"atlanta",8
