"artist","track","track_title","line","lyric"
"Chris Brown ","No Guidance","No Guidance",40,"Fuck around, give you my last name (My last name)"
"Chris Brown ","No Guidance","No Guidance",41,"Know you tired of the same damn thing (Same damn thing)"
"Chris Brown ","No Guidance","No Guidance",42,"That's okay 'cause, baby, you"
"Chris Brown ","No Guidance","No Guidance",43,"You got it, girl, you got it (Oh, ooh, ayy)"
"Chris Brown ","No Guidance","No Guidance",44,"You got it, girl, you got it (Got it)"
"Chris Brown ","No Guidance","No Guidance",45,"I don't wanna"
"Chris Brown ","No Guidance","No Guidance",46,"Before I die, I'm tryna fuck you, baby (Yeah)"
"Chris Brown ","No Guidance","No Guidance",47,"Hopefully, we don't have no babies (Ooh)"
"Chris Brown ","No Guidance","No Guidance",48,"I don't even wanna go back home"
"Chris Brown ","No Guidance","No Guidance",49,"Hopefully, I don't leave you on your own"
"Chris Brown ","No Guidance","No Guidance",50,"You got it, girl, you got it, oh"
"Chris Brown ","No Guidance","No Guidance",51,"Play no games (No)"
"Chris Brown ","No Guidance","No Guidance",52,"Freaky (Freaky)"
"Chris Brown ","No Guidance","No Guidance",53,"I can learn a lot from you, gotta come teach me (Woo, woo)"
"Chris Brown ","No Guidance","No Guidance",54,"You a lil' hot girl, you a lil' sweetie (No, sweet)"
"Chris Brown ","No Guidance","No Guidance",55,"Sweet like Pearland, sweet like Peachtree (Like that)"
"Chris Brown ","No Guidance","No Guidance",56,"I can tell you crazy, but shit kind of intrigue me (No, yeah, I like that)"
"Chris Brown ","No Guidance","No Guidance",57,"(I don't wanna, I don't wanna)"
"Chris Brown ","No Guidance","No Guidance",58,"Seen it on the 'gram, I'm tryna see that shit in 3D, mami"
"Chris Brown ","No Guidance","No Guidance",59,"I know I get around 'cause I like to move freely"
"Chris Brown ","No Guidance","No Guidance",60,"(I don't, I don't)"
"Chris Brown ","No Guidance","No Guidance",61,"But you could lock it down, I could tell by how you treat me"
"Chris Brown ","No Guidance","No Guidance",62,"(I don't, I don't)"
"Chris Brown ","No Guidance","No Guidance",63,"I seen how you did homeboy, so please take it easy (No, yeah)"
"Chris Brown ","No Guidance","No Guidance",64,"Good to have me on your side, I ain't sayin' that you need me (Yeah, yeah)"
"Chris Brown ","No Guidance","No Guidance",65,"Six God talk but I ain't tryna get preachy (No, no, no)"
"Chris Brown ","No Guidance","No Guidance",66,"I seen how you did homeboy, please take it easier on me'Cause I don't wanna (No) play no games, play no games"
"Chris Brown ","No Guidance","No Guidance",67,"(I don't wanna, I don't wanna)"
"Chris Brown ","No Guidance","No Guidance",68,"I don't wanna play no games, play no games"
"Chris Brown ","No Guidance","No Guidance",69,"(I don't, I don't)"
"Chris Brown ","No Guidance","No Guidance",70,"I don't, I don't"
"Chris Brown ","No Guidance","No Guidance",71,"No"
"Lil Nas X ","Old Town Road","Old Town Road",1,"Yeah, I'm gonna take my horse to the old town road"
"Lil Nas X ","Old Town Road","Old Town Road",2,"I'm gonna ride 'til I can't no more"
"Lil Nas X ","Old Town Road","Old Town Road",3,"I'm gonna take my horse to the old town road"
"Lil Nas X ","Old Town Road","Old Town Road",4,"I'm gonna ride 'til I can't no more(Kio, Kio)"
"Lil Nas X ","Old Town Road","Old Town Road",5,"I got the horses in the back"
"Lil Nas X ","Old Town Road","Old Town Road",6,"Horse tack is attached"
"Lil Nas X ","Old Town Road","Old Town Road",7,"Hat is matte black"
"Lil Nas X ","Old Town Road","Old Town Road",8,"Got the boots that's black to match"
"Lil Nas X ","Old Town Road","Old Town Road",9,"Ridin' on a horse, ha"
"Lil Nas X ","Old Town Road","Old Town Road",10,"You can whip your Porsche"
"Lil Nas X ","Old Town Road","Old Town Road",11,"I been in the valley"
"Lil Nas X ","Old Town Road","Old Town Road",12,"You ain't been up off that porch, now"
"Lil Nas X ","Old Town Road","Old Town Road",13,"Can't nobody tell me nothin'"
"Lil Nas X ","Old Town Road","Old Town Road",14,"You can't tell me nothin'"
"Lil Nas X ","Old Town Road","Old Town Road",15,"Can't nobody tell me nothin'"
"Lil Nas X ","Old Town Road","Old Town Road",16,"You can't tell me nothin'"
"Lil Nas X ","Old Town Road","Old Town Road",17,"Ridin' on a tractor"
"Lil Nas X ","Old Town Road","Old Town Road",18,"Lean all in my bladder"
"Lil Nas X ","Old Town Road","Old Town Road",19,"Cheated on my baby"
"Lil Nas X ","Old Town Road","Old Town Road",20,"You can go and ask her"
"Lil Nas X ","Old Town Road","Old Town Road",21,"My life is a movie"
"Lil Nas X ","Old Town Road","Old Town Road",22,"Bull ridin' and boobies"
"Lil Nas X ","Old Town Road","Old Town Road",23,"Cowboy hat from Gucci"
"Lil Nas X ","Old Town Road","Old Town Road",24,"Wrangler on my booty"
"Lil Nas X ","Old Town Road","Old Town Road",25,"Can't nobody tell me nothin'"
"Lil Nas X ","Old Town Road","Old Town Road",26,"You can't tell me nothin'"
"Lil Nas X ","Old Town Road","Old Town Road",27,"Can't nobody tell me nothin'"
"Lil Nas X ","Old Town Road","Old Town Road",28,"You can't tell me nothin'"
"Lil Nas X ","Old Town Road","Old Town Road",29,"Yeah, I'm gonna take my horse to the old town road"
"Lil Nas X ","Old Town Road","Old Town Road",30,"I'm gonna ride 'til I can't no more"
"Lil Nas X ","Old Town Road","Old Town Road",31,"I'm gonna take my horse to the old town road"
"Lil Nas X ","Old Town Road","Old Town Road",32,"I'm gonna ride 'til I can't no more"
"Lil Nas X ","Old Town Road","Old Town Road",33,"I got the hor-"
"Meek Mill ","Going Bad","Going Bad",1,"Yeah(Wheezy outta here)"
"Meek Mill ","Going Bad","Going Bad",2,"Jeez, jeez"
"Meek Mill ","Going Bad","Going Bad",3,"Back home, smokin' legal (Legal)"
"Meek Mill ","Going Bad","Going Bad",4,"I got more slaps than The Beatles (Beatles)"
"Meek Mill ","Going Bad","Going Bad",5,"Foreign shit runnin' on diesel, dawg"
"Meek Mill ","Going Bad","Going Bad",6,"Playin' with my name, that shit is lethal, dawg (Who you say you was?)"
"Meek Mill ","Going Bad","Going Bad",7,"Don Corleone"
"Meek Mill ","Going Bad","Going Bad",8,"Trust me, at the top it isn't lonely (Strapped)"
"Meek Mill ","Going Bad","Going Bad",9,"Everybody actin' like they know me, dawg"
"Meek Mill ","Going Bad","Going Bad",10,"Don't just say you're down, you gotta show me (What you gotta do?)"
"Meek Mill ","Going Bad","Going Bad",11,"Bring the clip back empty (It's empty)"
"Meek Mill ","Going Bad","Going Bad",12,"You asked to see the boss, so they sent me, dawg (Sent me, dawg)"
"Meek Mill ","Going Bad","Going Bad",13,"I just broke her off with a 10-piece, dawg (10-piece, dawg)"
"Meek Mill ","Going Bad","Going Bad",14,"That ain't nothin', I'm just bein' friendly, dawg"
"Meek Mill ","Going Bad","Going Bad",15,"It's just a lil' 10-piece for her"
"Meek Mill ","Going Bad","Going Bad",16,"Just to blow it in the mall, doesn't mean that we're involved"
"Meek Mill ","Going Bad","Going Bad",17,"I just... what? I just... uh, put a Richard on the card"
"Meek Mill ","Going Bad","Going Bad",18,"I ain't grow up playin' ball, but I'll show you how the fuck you gotta do it"
"Meek Mill ","Going Bad","Going Bad",19,"If you really wanna ball 'til you fall"
"Meek Mill ","Going Bad","Going Bad",20,"When your back against the wall"
"Meek Mill ","Going Bad","Going Bad",21,"And a bunch of niggas need you to go away"
"Meek Mill ","Going Bad","Going Bad",22,"Still goin' bad on 'em anyway"
"Meek Mill ","Going Bad","Going Bad",23,"Saw you last night, but did it broad day"
"Meek Mill ","Going Bad","Going Bad",24,"Yeah, lot of Murakami in the hallway (What?)"
"Meek Mill ","Going Bad","Going Bad",25,"Got a sticky and I keep it at my dawg's place"
"Meek Mill ","Going Bad","Going Bad",26,"Girl, I left your love at Magic, now it's all shade"
"Meek Mill ","Going Bad","Going Bad",27,"Still goin' bad on you anyway"
"Meek Mill ","Going Bad","Going Bad",28,"Woah, woah, ooh, woah"
"Meek Mill ","Going Bad","Going Bad",29,"Woah, woah, ah"
"Meek Mill ","Going Bad","Going Bad",30,"I could fit like 80 racks in my Amiris (80 racks)"
"Meek Mill ","Going Bad","Going Bad",31,"Me and Drizzy back-to-back, it's gettin' scary (Back-to-back)"
"Meek Mill ","Going Bad","Going Bad",32,"If you fuckin' with my opps, just don't come near me (Get outta my way)"
"Meek Mill ","Going Bad","Going Bad",33,"Put some bands all on your head like Jason Terry (Brrt, brrt, ooh)"
"Meek Mill ","Going Bad","Going Bad",34,"Richard Mille cost a Lambo (That's a Lambo)"
"Meek Mill ","Going Bad","Going Bad",35,"Known to keep the baddest bitches on commando (Salute)"
"Meek Mill ","Going Bad","Going Bad",36,"Every time I'm in my trap, I move like Rambo (Extended)"
"Meek Mill ","Going Bad","Going Bad",37,"Ain't a neighborhood in Philly that I can't go (That's a Fendi)"
"Meek Mill ","Going Bad","Going Bad",38,"For real"
"Meek Mill ","Going Bad","Going Bad",39,"She said, ""Oh, you rich rich?"" (""You rich rich"")"
"Meek Mill ","Going Bad","Going Bad",40,"Bitch, I graduated, call me ""Big Fish"" (Marlin)"
"Meek Mill ","Going Bad","Going Bad",41,"I got Lori Harvey on my wish list (That's Lori)"
"Meek Mill ","Going Bad","Going Bad",42,"That's the only thing I want for Christmas (True story, uh)"
"Meek Mill ","Going Bad","Going Bad",43,"I've been had my way out here, yeah, know that's facts (Facts)"
"Meek Mill ","Going Bad","Going Bad",44,"You ain't livin' that shit you say, yeah, we know that's cap (That's cap)"
"Meek Mill ","Going Bad","Going Bad",45,"You ain't got to ask me when you see me, know I'm strapped (Brrt)"
"Meek Mill ","Going Bad","Going Bad",46,"DC, OVO, we back again, we goin' plat' (Ooh, ooh)"
"Meek Mill ","Going Bad","Going Bad",47,"It's just a lil' 10-piece for her"
"Meek Mill ","Going Bad","Going Bad",48,"Just to blow it in the mall, doesn't mean that we're involved"
"Meek Mill ","Going Bad","Going Bad",49,"I just... what? I just... uh, put a Richard on the card"
"Meek Mill ","Going Bad","Going Bad",50,"I ain't grow up playin' ball, but I'll show you how the fuck you gotta do it"
"Meek Mill ","Going Bad","Going Bad",51,"If you really wanna ball 'til you fall"
"Meek Mill ","Going Bad","Going Bad",52,"When your back against the wall"
"Meek Mill ","Going Bad","Going Bad",53,"And a bunch of niggas need you to go away"
"Meek Mill ","Going Bad","Going Bad",54,"Still goin' bad on 'em anyway"
"Meek Mill ","Going Bad","Going Bad",55,"Saw you last night, but did it broad day"
"Meek Mill ","Going Bad","Going Bad",56,"Wheezy outta here"
"Polo G ","Pop Out","Pop Out",1,"JD On Tha Track"
"Polo G ","Pop Out","Pop Out",2,"Iceberg want a bag, bitch"
"Polo G ","Pop Out","Pop Out",3,"We pop out at your party, I'm with the gang"
"Polo G ","Pop Out","Pop Out",4,"And it's gon' be a robbery, so tuck ya chain"
"Polo G ","Pop Out","Pop Out",5,"I'm a killer, girl, I'm sorry, but I can't change"
"Polo G ","Pop Out","Pop Out",6,"We ain't aimin' for your body, shots hit your brain"
"Polo G ","Pop Out","Pop Out",7,"We come from poverty, man, we ain't have a thing"
"Polo G ","Pop Out","Pop Out",8,"It's a lot of animosity, but they won't say my name"
"Polo G ","Pop Out","Pop Out",9,"Them killers rock with me, lil' nigga, don't get banged"
"Polo G ","Pop Out","Pop Out",10,"'Cause they'll do that job for me while I hop on a plane"
"Polo G ","Pop Out","Pop Out",11,"She don't like her body, left the doctor with a new shape"
"Polo G ","Pop Out","Pop Out",12,"Blowing up my phone 'cause she just see me with my new bae"
"Polo G ","Pop Out","Pop Out",13,"Heartbreaker, ladies love me like I'm Cool J"
"Polo G ","Pop Out","Pop Out",14,"She was tryna cling onto a nigga, but it's too late"
"Polo G ","Pop Out","Pop Out",15,"Booked a flight to Cali, racks and condoms in my suitcase"
"Polo G ","Pop Out","Pop Out",16,"And every single dollar in these bands got a blue face"
"Polo G ","Pop Out","Pop Out",17,"Diamonds in the Rollie, they in HD like it's Blu-RayThe way that I been ballin' should make the cover of 2KShow out for the summer I might pull up in a new Wraith"
"Polo G ","Pop Out","Pop Out",18,"Dissin' on the gang that's gon' only get your crew chased"
"Polo G ","Pop Out","Pop Out",19,"And we hawk shit down, better tighten' up yo' shoe lace"
"Polo G ","Pop Out","Pop Out",20,"Lil bro get up close let the Glock 22 spray"
"Polo G ","Pop Out","Pop Out",21,"We pop out at your party, I'm with the gang"
"Polo G ","Pop Out","Pop Out",22,"And it's gon' be a robbery, so tuck ya chain"
"Polo G ","Pop Out","Pop Out",23,"I'm a killer, girl, I'm sorry, but I can't change"
"Polo G ","Pop Out","Pop Out",24,"We ain't aimin' for your body, shots hit your brain"
"Polo G ","Pop Out","Pop Out",25,"We come from poverty, man, we ain't have a thing"
"Polo G ","Pop Out","Pop Out",26,"It's a lot of animosity, but they won't say my name"
"Polo G ","Pop Out","Pop Out",27,"Them killers rock with me, lil' nigga, don't get banged"
"Polo G ","Pop Out","Pop Out",28,"'Cause they'll do that job for me while I hop on a plane"
"Polo G ","Pop Out","Pop Out",29,"I call lil' bro, he said he ready for the stain (Said he ready for the stain)"
"Polo G ","Pop Out","Pop Out",30,"What you claim? You a lame, you ain't never put in pain (Put in pain)"
"Polo G ","Pop Out","Pop Out",31,"Swear I be around some killers that go crazy for the gang (They go crazy for the game)"
"Polo G ","Pop Out","Pop Out",32,"If I showed you all my charges, you won't look at me the same (You won't look at me the same)"
"Polo G ","Pop Out","Pop Out",33,"Made some choices in my life I wish I never had to make (Wish I never had to make)"
"Polo G ","Pop Out","Pop Out",34,"Lost my brother, seen him die and I just seen him graduate (I just seen him graduate)"
"Polo G ","Pop Out","Pop Out",35,"Got that .40 on my side and I'm just rollin' patty cakes (I'm just rollin' past jakes)"
"Polo G ","Pop Out","Pop Out",36,"Both my hands can do the job and I ain't talkin' masturbate"
"Polo G ","Pop Out","Pop Out",37,"I was in and outta state (State) 'cause I had a bag to make (Bag to make)"
"Polo G ","Pop Out","Pop Out",38,"I risked my life but it's aight 'cause God ain't let me pass away (Pass away)"
"Polo G ","Pop Out","Pop Out",39,"Fuck tomorrow, spin the block, just know we comin' back today (Back today)"
"Polo G ","Pop Out","Pop Out",40,"I call Polo, he come dolo, we get 'em the fast way"
"Polo G ","Pop Out","Pop Out",41,"We pop out at your party, I'm with the gang"
"Polo G ","Pop Out","Pop Out",42,"And it's gon' be a robbery, so tuck ya chain"
"Polo G ","Pop Out","Pop Out",43,"I'm a killer, girl, I'm sorry, but I can't change"
"Polo G ","Pop Out","Pop Out",44,"We ain't aimin' for your body, shots hit your brain"
"Polo G ","Pop Out","Pop Out",45,"We come from poverty, man, we ain't have a thing"
"Polo G ","Pop Out","Pop Out",46,"It's a lot of animosity, but they won't say my name"
"Polo G ","Pop Out","Pop Out",47,"Them killers rock with me, lil' nigga, don't get banged"
"Polo G ","Pop Out","Pop Out",48,"'Cause they'll do that job for me while I hop on a plane"
"Ed Sheeran ","Beautiful People","Beautiful People",1,"We are, we are, we are"
"Ed Sheeran ","Beautiful People","Beautiful People",2,"L.A. on a Saturday night in the summer"
"Ed Sheeran ","Beautiful People","Beautiful People",3,"Sundown and they all come out"
"Ed Sheeran ","Beautiful People","Beautiful People",4,"Lamborghinis and their rented Hummers"
"Ed Sheeran ","Beautiful People","Beautiful People",5,"The party's on, so they're headin' downtown ('Round here)"
"Ed Sheeran ","Beautiful People","Beautiful People",6,"Everybody's lookin' for a come up"
"Ed Sheeran ","Beautiful People","Beautiful People",7,"And they wanna know what you're about"
"Ed Sheeran ","Beautiful People","Beautiful People",8,"Me in the middle with the one I love and"
"Ed Sheeran ","Beautiful People","Beautiful People",9,"We're just tryna figure everything out"
"Ed Sheeran ","Beautiful People","Beautiful People",10,"We don't fit in well 'cause we are just ourselves"
"Ed Sheeran ","Beautiful People","Beautiful People",11,"I could use some help gettin' out of this conversation, yeah"
"Ed Sheeran ","Beautiful People","Beautiful People",12,"You look stunning, dear, so don't ask that question here"
"Ed Sheeran ","Beautiful People","Beautiful People",13,"This is my only fear: that we become"
"Ed Sheeran ","Beautiful People","Beautiful People",14,"Beautiful people"
"Ed Sheeran ","Beautiful People","Beautiful People",15,"Drop top, designer clothes"
"Ed Sheeran ","Beautiful People","Beautiful People",16,"Front row at fashion shows"
"Ed Sheeran ","Beautiful People","Beautiful People",17,"""What d'you do?"" and ""Who d'you know?"""
"Ed Sheeran ","Beautiful People","Beautiful People",18,"Inside the world of beautiful people"
"Ed Sheeran ","Beautiful People","Beautiful People",19,"Champagne and rolled-up notes"
"Ed Sheeran ","Beautiful People","Beautiful People",20,"Prenups and broken homes"
"Ed Sheeran ","Beautiful People","Beautiful People",21,"Surrounded, but still alone"
"Ed Sheeran ","Beautiful People","Beautiful People",22,"Let's leave the party"
"Ed Sheeran ","Beautiful People","Beautiful People",23,"That's not who we are (We are, we are, we are)"
"Ed Sheeran ","Beautiful People","Beautiful People",24,"We are not beautiful"
"Ed Sheeran ","Beautiful People","Beautiful People",25,"Yeah, that's not who we are (We are, we are, we are)"
"Ed Sheeran ","Beautiful People","Beautiful People",26,"We are not beautiful (Beautiful)"
"Ed Sheeran ","Beautiful People","Beautiful People",27,"L.A., mmm"
"Ed Sheeran ","Beautiful People","Beautiful People",28,"Drove for hours last night and we made it nowhere (Nowhere, nowhere)"
"Ed Sheeran ","Beautiful People","Beautiful People",29,"I see stars in your eyes when we're halfway there (All night)"
"Ed Sheeran ","Beautiful People","Beautiful People",30,"I'm not fazed by all them lights and flashin' cameras"
"Ed Sheeran ","Beautiful People","Beautiful People",31,"'Cause with my arms around you, there's no need to care"
"Ed Sheeran ","Beautiful People","Beautiful People",32,"We don't fit in well, we are just ourselves"
"Ed Sheeran ","Beautiful People","Beautiful People",33,"I could use some help gettin' out of this conversation, yeah"
"Ed Sheeran ","Beautiful People","Beautiful People",34,"You look stunning, dear, so don't ask that question here"
"Ed Sheeran ","Beautiful People","Beautiful People",35,"This is my only fear: that we become"
"Ed Sheeran ","Beautiful People","Beautiful People",36,"Beautiful people"
"Ed Sheeran ","Beautiful People","Beautiful People",37,"Drop top, designer clothes"
"Ed Sheeran ","Beautiful People","Beautiful People",38,"Front row at fashion shows"
"Ed Sheeran ","Beautiful People","Beautiful People",39,"""What d'you do?"" and ""Who d'you know?"""
"Ed Sheeran ","Beautiful People","Beautiful People",40,"Inside the world of beautiful people"
"Ed Sheeran ","Beautiful People","Beautiful People",41,"Champagne and rolled-up notes"
"Ed Sheeran ","Beautiful People","Beautiful People",42,"Prenups and broken homes"
"Ed Sheeran ","Beautiful People","Beautiful People",43,"Surrounded, but still alone"
"Ed Sheeran ","Beautiful People","Beautiful People",44,"Let's leave the party"
"Ed Sheeran ","Beautiful People","Beautiful People",45,"That's not who we are (We are, we are, we are)"
"Ed Sheeran ","Beautiful People","Beautiful People",46,"We are not beautiful, yeah"
"Ed Sheeran ","Beautiful People","Beautiful People",47,"Yeah, that's not who we are (We are, we are, we are)"
"Ed Sheeran ","Beautiful People","Beautiful People",48,"We are not beautiful (Beautiful)"
"Ed Sheeran ","Beautiful People","Beautiful People",49,"We are, we are, we are"
"Ed Sheeran ","Beautiful People","Beautiful People",50,"We are not beautiful"
"Young Thug ","Hot","Hot",1,"Wheezy outta here"
"Young Thug ","Hot","Hot",2,"Hot, hot, hot, hot"
"Young Thug ","Hot","Hot",3,"Hot, hot, hot, hot"
"Young Thug ","Hot","Hot",4,"Hot, hot, hot, hot"
"Young Thug ","Hot","Hot",5,"Hot, hot, hot, hot"
"Young Thug ","Hot","Hot",6,"Everything litty, I love when it's hot"
"Young Thug ","Hot","Hot",7,"Turned up the city, I broke off the notch"
"Young Thug ","Hot","Hot",8,"Got some more millis, I keep me a knot"
"Young Thug ","Hot","Hot",9,"I created history and made me a lot"
"Young Thug ","Hot","Hot",10,"He tried to diss me and ended on Fox"
"Young Thug ","Hot","Hot",11,"We call them chopsticks 'cause they gonna chop"
"Young Thug ","Hot","Hot",12,"Took her out of Follies 'cause her pussy pop"
"Young Thug ","Hot","Hot",13,"I run it like Nike, we got it on lock"
"Young Thug ","Hot","Hot",14,"Cartier eye"
"Young Thug ","Hot","Hot",15,"I'm the bossman in a suit but no tie"
"Young Thug ","Hot","Hot",16,"I can't be sober, I gotta stay high"
"Young Thug ","Hot","Hot",17,"Pour me some syrup in a Canada DryRidin' in the spaceship like Bonnie and Clyde"
"Young Thug ","Hot","Hot",18,"Don't worry, baby, I keep me some fire"
"Young Thug ","Hot","Hot",19,"Shenenehs and Birkins, she cannot decide"
"Young Thug ","Hot","Hot",20,"The latest Mercedes her go-to surprise"
"Young Thug ","Hot","Hot",21,"Don't sleep on miss lady, her pussy a prize"
"Young Thug ","Hot","Hot",22,"Dick in her back while I'm grippin' her sides"
"Young Thug ","Hot","Hot",23,"Bigger Maybach, this ain't regular size"
"Young Thug ","Hot","Hot",24,"We really fly, we like pelican glide"
"Young Thug ","Hot","Hot",25,"Bitch, you ain't slick, I can tell the disguise"
"Young Thug ","Hot","Hot",26,"Upgraded my wrist, put baguettes in that Sky"
"Young Thug ","Hot","Hot",27,"She sing, I might sign her and change her whole life"
"Young Thug ","Hot","Hot",28,"I told her to gargle and work on her highs"
"Young Thug ","Hot","Hot",29,"Everything litty, I love when it's hot"
"Young Thug ","Hot","Hot",30,"Turned up the city, I broke off the notch"
"Young Thug ","Hot","Hot",31,"Got some more millis, I keep me a knot"
"Young Thug ","Hot","Hot",32,"I created history and made me a lot"
"Young Thug ","Hot","Hot",33,"He tried to diss me and ended on Fox"
"Young Thug ","Hot","Hot",34,"We call them chopsticks 'cause they gonna chop"
"Young Thug ","Hot","Hot",35,"Took her out of Follies 'cause her pussy pop"
"Young Thug ","Hot","Hot",36,"I run it like Nike, we got it on lock"
"Young Thug ","Hot","Hot",37,"Cash, money, checks, cash"
"Young Thug ","Hot","Hot",38,"Addy, Birkin, brand new extendos"
"Young Thug ","Hot","Hot",39,"I just wanna fuck the bitch by myself"
"Young Thug ","Hot","Hot",40,"I just passed her to the dawg like my Sprite"
"Young Thug ","Hot","Hot",41,"I took the Bentley coupe back, then I hopped in a Cayenne (Skrrt)"
"Young Thug ","Hot","Hot",42,"I put the bitch in the front of the Bentley, in front of the driver (Skrrt)"
"Young Thug ","Hot","Hot",43,"Ayy, man, this synthetic weed, you can't smoke in the Rolls Royce, woah, woah (Yeah, yeah)"
"Young Thug ","Hot","Hot",44,"I'm still double cupped up, I'm drinkin', I shoot off your tires, huh (Doo-doo-doo-doo-doo-doo-doo-doo)"
"Young Thug ","Hot","Hot",45,"I'm in the coupe by myself"
"Young Thug ","Hot","Hot",46,"I had to kick a door when I was 5"
"Young Thug ","Hot","Hot",47,"Keep the awards on the shelf"
"Young Thug ","Hot","Hot",48,"Whole sixteen round in the fire"
"Young Thug ","Hot","Hot",49,"I'm sick and tired of these young niggas act like they firin', they tellin' these lies"
"Young Thug ","Hot","Hot",50,"Actin' like they the ones created this and they get all the drip from my guys"
"Young Thug ","Hot","Hot",51,"Yeah, Cartier eyes"
"Young Thug ","Hot","Hot",52,"Cartier coat, Cartiers the watch"
"Young Thug ","Hot","Hot",53,"Cartier love, Cartier the thot"
"Young Thug ","Hot","Hot",54,"Cartier specs, buffalo on the side"
"Young Thug ","Hot","Hot",55,"Princess cut diamonds, they Cartier, yeah"
"Young Thug ","Hot","Hot",56,"Cartier bag for the Cartier thot"
"Young Thug ","Hot","Hot",57,"Sky Wrangler coupe with two hundred the dash"
"Young Thug ","Hot","Hot",58,"Cartier jeans, ain't no way I can sag"
"Young Thug ","Hot","Hot",59,"Ain't no way I'ma ever gon' go out bad"
"Young Thug ","Hot","Hot",60,"I can't go out, no way I'ma go out"
"Young Thug ","Hot","Hot",61,"I just grip on her ass and I show out"
"Young Thug ","Hot","Hot",62,"I sit like a champ and I wait on a hold-out"
"Young Thug ","Hot","Hot",63,"I just whip up a new Chanel Patek"
"Young Thug ","Hot","Hot",64,"I whip with the wrist and I don't break the door out"
"Young Thug ","Hot","Hot",65,"Turn the whole top floor to a whorehouse"
"Young Thug ","Hot","Hot",66,"Hundred racks in ones, dude brought the flood out"
"Young Thug ","Hot","Hot",67,"Hot, hot, hot, hot"
"Young Thug ","Hot","Hot",68,"Hot, hot, hot, hot"
"Young Thug ","Hot","Hot",69,"Hot, hot, hot, hot, damn"
"Young Thug ","Hot","Hot",70,"Hot, hot, hot"
"Drake ","Money In The Grave","Money in the Grave",1,"Yeah, okay"
"Drake ","Money In The Grave","Money in the Grave",2,"Lil CC on the beat, mmm"
"Drake ","Money In The Grave","Money in the Grave",3,"Yeah, yeah"
